Id_Producto,Id_Tienda,INCUMPLIMIENTO
54p,7770t,NO SE DETECTO INCUMPLIMIENTO
123p,7770t,NO SE DETECTO INCUMPLIMIENTO
54p,7772t,NO SE DETECTO INCUMPLIMIENTO
54p,7776t,NO SE DETECTO INCUMPLIMIENTO
54p,7779t,NO SE DETECTO INCUMPLIMIENTO
54p,7786t,NO SE DETECTO INCUMPLIMIENTO
54p,7788t,NO SE DETECTO INCUMPLIMIENTO
54p,7794t,NO SE DETECTO INCUMPLIMIENTO
54p,7796t,NO SE DETECTO INCUMPLIMIENTO
54p,7799t,NO SE DETECTO INCUMPLIMIENTO
54p,7802t,NO SE DETECTO INCUMPLIMIENTO
54p,7823t,Carece de la leyenda que identifique el pais de origen
54p,7825t,NO SE DETECTO INCUMPLIMIENTO
54p,7828t,NO SE DETECTO INCUMPLIMIENTO
105p,7828t,NO SE DETECTO INCUMPLIMIENTO
54p,7829t,NO SE DETECTO INCUMPLIMIENTO
54p,7833t,NO SE DETECTO INCUMPLIMIENTO
54p,7836t,NO SE DETECTO INCUMPLIMIENTO
54p,7838t,NO SE DETECTO INCUMPLIMIENTO
54p,7839t,NO SE DETECTO INCUMPLIMIENTO
54p,7771t,NO SE DETECTO INCUMPLIMIENTO
101p,7771t,NO SE DETECTO INCUMPLIMIENTO
54p,7840t,NO SE DETECTO INCUMPLIMIENTO
54p,7841t,NO SE DETECTO INCUMPLIMIENTO
54p,7843t,NO SE DETECTO INCUMPLIMIENTO
54p,7849t,NO SE DETECTO INCUMPLIMIENTO
54p,7852t,NO SE DETECTO INCUMPLIMIENTO
54p,7855t,NO SE DETECTO INCUMPLIMIENTO
54p,7856t,NO SE DETECTO INCUMPLIMIENTO
54p,7859t,NO SE DETECTO INCUMPLIMIENTO
54p,7860t,NO SE DETECTO INCUMPLIMIENTO
54p,7861t,NO SE DETECTO INCUMPLIMIENTO
54p,7862t,NO SE DETECTO INCUMPLIMIENTO
54p,7863t,NO SE DETECTO INCUMPLIMIENTO
54p,7869t,No cumple con ninguno de los puntos de la Norma
54p,7899t,NO SE DETECTO INCUMPLIMIENTO
54p,7909t,NO SE DETECTO INCUMPLIMIENTO
54p,1461t,NO SE DETECTO INCUMPLIMIENTO
153p,1461t,NO SE DETECTO INCUMPLIMIENTO
54p,7919t,NO SE DETECTO INCUMPLIMIENTO
54p,7958t,NO SE DETECTO INCUMPLIMIENTO
104p,7958t,NO SE DETECTO INCUMPLIMIENTO
54p,7962t,NO SE DETECTO INCUMPLIMIENTO
54p,7998t,NO SE DETECTO INCUMPLIMIENTO
61p,7998t,NO SE DETECTO INCUMPLIMIENTO
54p,8004t,NO SE DETECTO INCUMPLIMIENTO
54p,8005t,NO SE DETECTO INCUMPLIMIENTO
61p,8005t,NO SE DETECTO INCUMPLIMIENTO
93p,8005t,NO SE DETECTO INCUMPLIMIENTO
54p,8006t,NO SE DETECTO INCUMPLIMIENTO
61p,8006t,NO SE DETECTO INCUMPLIMIENTO
54p,8008t,NO SE DETECTO INCUMPLIMIENTO
61p,8008t,NO SE DETECTO INCUMPLIMIENTO
93p,8008t,NO SE DETECTO INCUMPLIMIENTO
54p,8021t,NO SE DETECTO INCUMPLIMIENTO
56p,8021t,NO SE DETECTO INCUMPLIMIENTO
61p,8021t,NO SE DETECTO INCUMPLIMIENTO
93p,8021t,NO SE DETECTO INCUMPLIMIENTO
54p,8022t,Carece del domicilio fiscal del importador y/o fabricante.
54p,8022t,NO SE DETECTO INCUMPLIMIENTO
54p,8025t,NO SE DETECTO INCUMPLIMIENTO
54p,8171t,NO SE DETECTO INCUMPLIMIENTO
54p,8172t,NO SE DETECTO INCUMPLIMIENTO
54p,8175t,NO SE DETECTO INCUMPLIMIENTO
54p,8180t,NO SE DETECTO INCUMPLIMIENTO
91p,8180t,NO SE DETECTO INCUMPLIMIENTO
54p,8181t,NO SE DETECTO INCUMPLIMIENTO
91p,8181t,NO SE DETECTO INCUMPLIMIENTO
54p,8182t,NO SE DETECTO INCUMPLIMIENTO
91p,8182t,NO SE DETECTO INCUMPLIMIENTO
54p,8184t,NO SE DETECTO INCUMPLIMIENTO
54p,8185t,NO SE DETECTO INCUMPLIMIENTO
54p,8200t,NO SE DETECTO INCUMPLIMIENTO
93p,8200t,NO SE DETECTO INCUMPLIMIENTO
54p,8210t,NO SE DETECTO INCUMPLIMIENTO
93p,8210t,NO SE DETECTO INCUMPLIMIENTO
54p,8211t,NO SE DETECTO INCUMPLIMIENTO
54p,8211t,Carece de nombre y domicilio fiscal del fabricante o importador
54p,8212t,NO SE DETECTO INCUMPLIMIENTO
54p,8213t,NO SE DETECTO INCUMPLIMIENTO
54p,8214t,NO SE DETECTO INCUMPLIMIENTO
54p,8215t,NO SE DETECTO INCUMPLIMIENTO
93p,8215t,NO SE DETECTO INCUMPLIMIENTO
54p,8226t,NO SE DETECTO INCUMPLIMIENTO
54p,8228t,NO SE DETECTO INCUMPLIMIENTO
54p,8229t,NO SE DETECTO INCUMPLIMIENTO
54p,8233t,No cumple con ninguno de los puntos de la Norma
54p,8233t,Carece de nombre o denominacion o razon social del fabricante y/o importador
54p,8503t,NO SE DETECTO INCUMPLIMIENTO
54p,8511t,NO SE DETECTO INCUMPLIMIENTO
54p,8522t,Carece de toda informacion comercial conforme a la norma
54p,8534t,NO SE DETECTO INCUMPLIMIENTO
54p,8588t,NO SE DETECTO INCUMPLIMIENTO
54p,8978t,NO SE DETECTO INCUMPLIMIENTO
54p,8979t,NO SE DETECTO INCUMPLIMIENTO
54p,8980t,NO SE DETECTO INCUMPLIMIENTO
54p,8994t,NO SE DETECTO INCUMPLIMIENTO
54p,8998t,NO SE DETECTO INCUMPLIMIENTO
54p,9001t,NO SE DETECTO INCUMPLIMIENTO
54p,9002t,NO SE DETECTO INCUMPLIMIENTO
54p,9003t,NO SE DETECTO INCUMPLIMIENTO
54p,9007t,NO SE DETECTO INCUMPLIMIENTO
54p,9011t,NO SE DETECTO INCUMPLIMIENTO
54p,9012t,NO SE DETECTO INCUMPLIMIENTO
54p,9017t,NO SE DETECTO INCUMPLIMIENTO
54p,9018t,NO SE DETECTO INCUMPLIMIENTO
54p,9019t,NO SE DETECTO INCUMPLIMIENTO
54p,9062t,NO SE DETECTO INCUMPLIMIENTO
54p,9115t,NO SE DETECTO INCUMPLIMIENTO
54p,9116t,NO SE DETECTO INCUMPLIMIENTO
54p,9139t,NO SE DETECTO INCUMPLIMIENTO
54p,9147t,NO SE DETECTO INCUMPLIMIENTO
54p,9185t,NO SE DETECTO INCUMPLIMIENTO
54p,9213t,NO SE DETECTO INCUMPLIMIENTO
54p,9239t,NO SE DETECTO INCUMPLIMIENTO
54p,9245t,NO SE DETECTO INCUMPLIMIENTO
54p,9253t,NO SE DETECTO INCUMPLIMIENTO
54p,9255t,Carece leyenda PAIS DE ORIGEN
54p,9257t,NO SE DETECTO INCUMPLIMIENTO
54p,9264t,NO SE DETECTO INCUMPLIMIENTO
54p,9283t,NO SE DETECTO INCUMPLIMIENTO
54p,9286t,NO SE DETECTO INCUMPLIMIENTO
54p,9398t,NO SE DETECTO INCUMPLIMIENTO
54p,9415t,No cumple con ninguno de los puntos de la Norma
54p,9477t,NO SE DETECTO INCUMPLIMIENTO
54p,9508t,NO SE DETECTO INCUMPLIMIENTO
54p,9530t,NO SE DETECTO INCUMPLIMIENTO
54p,9548t,NO SE DETECTO INCUMPLIMIENTO
54p,9562t,NO SE DETECTO INCUMPLIMIENTO
54p,9612t,NO SE DETECTO INCUMPLIMIENTO
54p,9613t,NO SE DETECTO INCUMPLIMIENTO
54p,9616t,NO SE DETECTO INCUMPLIMIENTO
54p,9618t,NO SE DETECTO INCUMPLIMIENTO
54p,9625t,NO SE DETECTO INCUMPLIMIENTO
54p,9630t,NO SE DETECTO INCUMPLIMIENTO
54p,9635t,NO SE DETECTO INCUMPLIMIENTO
54p,9636t,NO SE DETECTO INCUMPLIMIENTO
54p,9750t,NO SE DETECTO INCUMPLIMIENTO
54p,9751t,NO SE DETECTO INCUMPLIMIENTO
54p,9756t,NO SE DETECTO INCUMPLIMIENTO
54p,9770t,NO SE DETECTO INCUMPLIMIENTO
54p,9775t,NO SE DETECTO INCUMPLIMIENTO
54p,9777t,NO SE DETECTO INCUMPLIMIENTO
54p,9780t,NO SE DETECTO INCUMPLIMIENTO
54p,9782t,NO SE DETECTO INCUMPLIMIENTO
54p,9783t,NO SE DETECTO INCUMPLIMIENTO
54p,9794t,NO SE DETECTO INCUMPLIMIENTO
54p,9800t,NO SE DETECTO INCUMPLIMIENTO
54p,9809t,NO SE DETECTO INCUMPLIMIENTO
54p,9818t,NO SE DETECTO INCUMPLIMIENTO
54p,9821t,NO SE DETECTO INCUMPLIMIENTO
54p,9830t,NO SE DETECTO INCUMPLIMIENTO
54p,9832t,NO SE DETECTO INCUMPLIMIENTO
54p,9837t,NO SE DETECTO INCUMPLIMIENTO
54p,9840t,NO SE DETECTO INCUMPLIMIENTO
54p,9852t,NO SE DETECTO INCUMPLIMIENTO
54p,9859t,NO SE DETECTO INCUMPLIMIENTO
54p,9860t,NO SE DETECTO INCUMPLIMIENTO
54p,9861t,NO SE DETECTO INCUMPLIMIENTO
54p,9866t,NO SE DETECTO INCUMPLIMIENTO
54p,9875t,NO SE DETECTO INCUMPLIMIENTO
54p,9879t,NO SE DETECTO INCUMPLIMIENTO
54p,9975t,NO SE DETECTO INCUMPLIMIENTO
54p,9992t,NO SE DETECTO INCUMPLIMIENTO
91p,9992t,NO SE DETECTO INCUMPLIMIENTO
126p,9992t,NO SE DETECTO INCUMPLIMIENTO
145p,9992t,NO SE DETECTO INCUMPLIMIENTO
54p,10008t,NO SE DETECTO INCUMPLIMIENTO
105p,10008t,NO SE DETECTO INCUMPLIMIENTO
54p,10012t,NO SE DETECTO INCUMPLIMIENTO
54p,10075t,NO SE DETECTO INCUMPLIMIENTO
54p,10080t,NO SE DETECTO INCUMPLIMIENTO
54p,10081t,NO SE DETECTO INCUMPLIMIENTO
97p,10081t,NO SE DETECTO INCUMPLIMIENTO
250p,10081t,NO SE DETECTO INCUMPLIMIENTO
54p,10086t,NO SE DETECTO INCUMPLIMIENTO
105p,10086t,NO SE DETECTO INCUMPLIMIENTO
250p,10086t,NO SE DETECTO INCUMPLIMIENTO
54p,10087t,NO SE DETECTO INCUMPLIMIENTO
54p,10105t,NO SE DETECTO INCUMPLIMIENTO
70p,10105t,NO SE DETECTO INCUMPLIMIENTO
120p,10105t,NO SE DETECTO INCUMPLIMIENTO
54p,10122t,NO SE DETECTO INCUMPLIMIENTO
54p,10143t,NO SE DETECTO INCUMPLIMIENTO
54p,10144t,NO SE DETECTO INCUMPLIMIENTO
54p,10146t,NO SE DETECTO INCUMPLIMIENTO
61p,10146t,NO SE DETECTO INCUMPLIMIENTO
97p,10146t,NO SE DETECTO INCUMPLIMIENTO
54p,10162t,NO SE DETECTO INCUMPLIMIENTO
61p,10162t,NO SE DETECTO INCUMPLIMIENTO
97p,10162t,NO SE DETECTO INCUMPLIMIENTO
105p,10162t,NO SE DETECTO INCUMPLIMIENTO
250p,10162t,NO SE DETECTO INCUMPLIMIENTO
54p,10163t,NO SE DETECTO INCUMPLIMIENTO
97p,10163t,NO SE DETECTO INCUMPLIMIENTO
250p,10163t,NO SE DETECTO INCUMPLIMIENTO
54p,10174t,NO SE DETECTO INCUMPLIMIENTO
97p,10174t,NO SE DETECTO INCUMPLIMIENTO
250p,10174t,NO SE DETECTO INCUMPLIMIENTO
54p,10179t,NO SE DETECTO INCUMPLIMIENTO
54p,10181t,NO SE DETECTO INCUMPLIMIENTO
54p,10191t,NO SE DETECTO INCUMPLIMIENTO
54p,10191t,Carece de nombre y domicilio fiscal del fabricante o importador
97p,10191t,NO SE DETECTO INCUMPLIMIENTO
105p,10191t,NO SE DETECTO INCUMPLIMIENTO
54p,10281t,NO SE DETECTO INCUMPLIMIENTO
54p,10350t,NO SE DETECTO INCUMPLIMIENTO
54p,10475t,Carece de descripcion de insumos (Orden de predominio  Nombres genericos de los insumos  Sin abreviaturas y En español)
240p,10475t,Carece de etiqueta de informacion comercial en idioma Español
54p,10476t,NO SE DETECTO INCUMPLIMIENTO
61p,10476t,NO SE DETECTO INCUMPLIMIENTO
54p,10482t,NO SE DETECTO INCUMPLIMIENTO
54p,10483t,NO SE DETECTO INCUMPLIMIENTO
61p,10483t,NO SE DETECTO INCUMPLIMIENTO
54p,10484t,NO SE DETECTO INCUMPLIMIENTO
54p,10487t,NO SE DETECTO INCUMPLIMIENTO
54p,10513t,NO SE DETECTO INCUMPLIMIENTO
54p,10514t,NO SE DETECTO INCUMPLIMIENTO
54p,10515t,NO SE DETECTO INCUMPLIMIENTO
54p,10517t,NO SE DETECTO INCUMPLIMIENTO
54p,10518t,NO SE DETECTO INCUMPLIMIENTO
54p,10520t,NO SE DETECTO INCUMPLIMIENTO
54p,10521t,NO SE DETECTO INCUMPLIMIENTO
55p,180t,NO SE DETECTO INCUMPLIMIENTO
55p,422t,NO SE DETECTO INCUMPLIMIENTO
55p,1216t,NO SE DETECTO INCUMPLIMIENTO
65p,1216t,NO SE DETECTO INCUMPLIMIENTO
55p,3308t,NO SE DETECTO INCUMPLIMIENTO
55p,3572t,NO SE DETECTO INCUMPLIMIENTO
55p,5181t,NO SE DETECTO INCUMPLIMIENTO
55p,6578t,NO SE DETECTO INCUMPLIMIENTO
55p,7038t,NO SE DETECTO INCUMPLIMIENTO
164p,7038t,NO SE DETECTO INCUMPLIMIENTO
55p,7175t,NO SE DETECTO INCUMPLIMIENTO
164p,7175t,NO SE DETECTO INCUMPLIMIENTO
55p,8343t,NO SE DETECTO INCUMPLIMIENTO
55p,9651t,NO SE DETECTO INCUMPLIMIENTO
164p,9651t,NO SE DETECTO INCUMPLIMIENTO
55p,10307t,NO SE DETECTO INCUMPLIMIENTO
55p,10310t,NO SE DETECTO INCUMPLIMIENTO
139p,10310t,NO SE DETECTO INCUMPLIMIENTO
55p,10659t,NO SE DETECTO INCUMPLIMIENTO
56p,183t,Carece de la informaci¢n comercial obligatoria en idioma espa¤ol
56p,450t,NO SE DETECTO INCUMPLIMIENTO
56p,1685t,NO SE DETECTO INCUMPLIMIENTO
56p,1686t,NO SE DETECTO INCUMPLIMIENTO
56p,1749t,NO SE DETECTO INCUMPLIMIENTO
56p,1750t,NO SE DETECTO INCUMPLIMIENTO
56p,1751t,NO SE DETECTO INCUMPLIMIENTO
56p,1966t,NO SE DETECTO INCUMPLIMIENTO
178p,1966t,NO SE DETECTO INCUMPLIMIENTO
56p,2518t,NO SE DETECTO INCUMPLIMIENTO
85p,2518t,NO SE DETECTO INCUMPLIMIENTO
56p,2560t,NO SE DETECTO INCUMPLIMIENTO
56p,2560t,Carece de leyenda que identifique el pais de origen del producto
56p,2560t,Carece de la informacion comercial obligatoria
63p,2560t,Carece de la marca del producto en el empaque
63p,2560t,Carece de certificado de cumplimiento NOM
72p,2560t,Carece del domicilio fiscal del fabricante o responsable de la fabricai¾n para productos nacionales o del importador
56p,2897t,NO SE DETECTO INCUMPLIMIENTO
105p,2897t,NO SE DETECTO INCUMPLIMIENTO
56p,2899t,NO SE DETECTO INCUMPLIMIENTO
192p,2899t,NO SE DETECTO INCUMPLIMIENTO
56p,2938t,NO SE DETECTO INCUMPLIMIENTO
61p,2938t,NO SE DETECTO INCUMPLIMIENTO
93p,2938t,NO SE DETECTO INCUMPLIMIENTO
145p,2938t,NO SE DETECTO INCUMPLIMIENTO
56p,3162t,NO SE DETECTO INCUMPLIMIENTO
178p,3162t,NO SE DETECTO INCUMPLIMIENTO
56p,3208t,NO SE DETECTO INCUMPLIMIENTO
56p,3586t,NO SE DETECTO INCUMPLIMIENTO
85p,3586t,NO SE DETECTO INCUMPLIMIENTO
146p,3586t,NO SE DETECTO INCUMPLIMIENTO
56p,3674t,NO SE DETECTO INCUMPLIMIENTO
105p,3674t,NO SE DETECTO INCUMPLIMIENTO
151p,3674t,NO SE DETECTO INCUMPLIMIENTO
56p,4436t,NO SE DETECTO INCUMPLIMIENTO
56p,4830t,NO SE DETECTO INCUMPLIMIENTO
56p,4836t,NO SE DETECTO INCUMPLIMIENTO
56p,4913t,NO SE DETECTO INCUMPLIMIENTO
56p,5279t,NO SE DETECTO INCUMPLIMIENTO
56p,5283t,NO SE DETECTO INCUMPLIMIENTO
93p,5283t,NO SE DETECTO INCUMPLIMIENTO
56p,5286t,NO SE DETECTO INCUMPLIMIENTO
56p,5328t,NO SE DETECTO INCUMPLIMIENTO
56p,5337t,NO SE DETECTO INCUMPLIMIENTO
61p,5337t,NO SE DETECTO INCUMPLIMIENTO
56p,5339t,NO SE DETECTO INCUMPLIMIENTO
169p,5339t,NO SE DETECTO INCUMPLIMIENTO
56p,5342t,NO SE DETECTO INCUMPLIMIENTO
56p,5463t,NO SE DETECTO INCUMPLIMIENTO
206p,5463t,NO SE DETECTO INCUMPLIMIENTO
56p,5545t,NO SE DETECTO INCUMPLIMIENTO
56p,5700t,NO SE DETECTO INCUMPLIMIENTO
56p,5755t,NO SE DETECTO INCUMPLIMIENTO
83p,5755t,NO SE DETECTO INCUMPLIMIENTO
56p,5767t,NO SE DETECTO INCUMPLIMIENTO
83p,5767t,NO SE DETECTO INCUMPLIMIENTO
56p,5811t,NO SE DETECTO INCUMPLIMIENTO
56p,5916t,NO SE DETECTO INCUMPLIMIENTO
56p,7726t,NO SE DETECTO INCUMPLIMIENTO
56p,8001t,NO SE DETECTO INCUMPLIMIENTO
69p,8001t,NO SE DETECTO INCUMPLIMIENTO
85p,8001t,NO SE DETECTO INCUMPLIMIENTO
262p,8001t,NO SE DETECTO INCUMPLIMIENTO
56p,8420t,NO SE DETECTO INCUMPLIMIENTO
56p,8504t,NO SE DETECTO INCUMPLIMIENTO
56p,8857t,NO SE DETECTO INCUMPLIMIENTO
56p,9675t,NO SE DETECTO INCUMPLIMIENTO
57p,1194t,NO SE DETECTO INCUMPLIMIENTO
127p,1194t,NO SE DETECTO INCUMPLIMIENTO
57p,1208t,NO SE DETECTO INCUMPLIMIENTO
136p,1208t,NO SE DETECTO INCUMPLIMIENTO
57p,1211t,NO SE DETECTO INCUMPLIMIENTO
138p,1211t,NO SE DETECTO INCUMPLIMIENTO
57p,1269t,NO SE DETECTO INCUMPLIMIENTO
112p,1269t,NO SE DETECTO INCUMPLIMIENTO
144p,1269t,NO SE DETECTO INCUMPLIMIENTO
57p,1307t,NO SE DETECTO INCUMPLIMIENTO
57p,1889t,NO SE DETECTO INCUMPLIMIENTO
57p,1889t,toma de muestras
57p,1890t,NO SE DETECTO INCUMPLIMIENTO
57p,1890t,toma de muestras
57p,2374t,NO SE DETECTO INCUMPLIMIENTO
138p,2374t,NO SE DETECTO INCUMPLIMIENTO
57p,2392t,NO SE DETECTO INCUMPLIMIENTO
57p,2791t,NO SE DETECTO INCUMPLIMIENTO
57p,2805t,NO SE DETECTO INCUMPLIMIENTO
57p,2806t,NO SE DETECTO INCUMPLIMIENTO
57p,2810t,La denominacion no se ostenta en tama±o 25% mayor al tama±o en que ostenta contenido neto
57p,2810t,toma de muestras
57p,2823t,NO SE DETECTO INCUMPLIMIENTO
57p,2826t,La denominacion no se ostenta en tama±o 25% mayor al tama±o en que ostenta contenido neto
57p,2832t,toma de muestras
57p,2850t,NO SE DETECTO INCUMPLIMIENTO
57p,2851t,NO SE DETECTO INCUMPLIMIENTO
57p,3400t,NO SE DETECTO INCUMPLIMIENTO
57p,3462t,NO SE DETECTO INCUMPLIMIENTO
122p,3462t,NO SE DETECTO INCUMPLIMIENTO
132p,3462t,NO SE DETECTO INCUMPLIMIENTO
57p,3485t,NO SE DETECTO INCUMPLIMIENTO
122p,3485t,NO SE DETECTO INCUMPLIMIENTO
57p,2377t,NO SE DETECTO INCUMPLIMIENTO
130p,2377t,NO SE DETECTO INCUMPLIMIENTO
143p,2377t,NO SE DETECTO INCUMPLIMIENTO
57p,3488t,NO SE DETECTO INCUMPLIMIENTO
216p,3488t,NO SE DETECTO INCUMPLIMIENTO
57p,3510t,NO SE DETECTO INCUMPLIMIENTO
57p,3558t,NO SE DETECTO INCUMPLIMIENTO
57p,3828t,NO SE DETECTO INCUMPLIMIENTO
57p,3915t,NO SE DETECTO INCUMPLIMIENTO
112p,3915t,NO SE DETECTO INCUMPLIMIENTO
130p,3915t,NO SE DETECTO INCUMPLIMIENTO
156p,3915t,NO SE DETECTO INCUMPLIMIENTO
57p,4057t,NO SE DETECTO INCUMPLIMIENTO
130p,4057t,NO SE DETECTO INCUMPLIMIENTO
156p,4057t,NO SE DETECTO INCUMPLIMIENTO
57p,4149t,NO SE DETECTO INCUMPLIMIENTO
128p,4149t,NO SE DETECTO INCUMPLIMIENTO
222p,4149t,NO SE DETECTO INCUMPLIMIENTO
57p,4470t,NO SE DETECTO INCUMPLIMIENTO
57p,4534t,NO SE DETECTO INCUMPLIMIENTO
57p,4551t,NO SE DETECTO INCUMPLIMIENTO
216p,4551t,NO SE DETECTO INCUMPLIMIENTO
222p,4551t,NO SE DETECTO INCUMPLIMIENTO
57p,4570t,NO SE DETECTO INCUMPLIMIENTO
131p,4570t,NO SE DETECTO INCUMPLIMIENTO
57p,4578t,NO SE DETECTO INCUMPLIMIENTO
131p,4578t,NO SE DETECTO INCUMPLIMIENTO
142p,4578t,NO SE DETECTO INCUMPLIMIENTO
57p,4598t,NO SE DETECTO INCUMPLIMIENTO
102p,4598t,NO SE DETECTO INCUMPLIMIENTO
57p,4731t,NO SE DETECTO INCUMPLIMIENTO
57p,4732t,toma de muestras
57p,4733t,toma de muestras
57p,4734t,toma de muestras
57p,4789t,No cumple con ninguno de los puntos de la norma
57p,4789t,toma de muestras
57p,4790t,toma de muestras
57p,4791t,toma de muestras
57p,4791t,Carece de informaci¢n nutrimental complementar¡a
57p,4792t,toma de muestras
57p,4793t,toma de muestras
57p,4793t,No cumple con ninguno de los puntos de la norma
57p,4823t,NO SE DETECTO INCUMPLIMIENTO
57p,5305t,NO SE DETECTO INCUMPLIMIENTO
57p,5311t,NO SE DETECTO INCUMPLIMIENTO
131p,5311t,NO SE DETECTO INCUMPLIMIENTO
57p,5503t,NO SE DETECTO INCUMPLIMIENTO
57p,5833t,NO SE DETECTO INCUMPLIMIENTO
57p,6231t,NO SE DETECTO INCUMPLIMIENTO
57p,6821t,NO SE DETECTO INCUMPLIMIENTO
66p,6821t,NO SE DETECTO INCUMPLIMIENTO
128p,6821t,NO SE DETECTO INCUMPLIMIENTO
57p,6947t,NO SE DETECTO INCUMPLIMIENTO
108p,6947t,NO SE DETECTO INCUMPLIMIENTO
57p,6951t,NO SE DETECTO INCUMPLIMIENTO
102p,6951t,NO SE DETECTO INCUMPLIMIENTO
57p,7981t,NO SE DETECTO INCUMPLIMIENTO
271p,7981t,Carece de pais de origen
57p,7984t,NO SE DETECTO INCUMPLIMIENTO
64p,7984t,NO SE DETECTO INCUMPLIMIENTO
209p,7984t,NO SE DETECTO INCUMPLIMIENTO
220p,7984t,NO SE DETECTO INCUMPLIMIENTO
57p,8049t,NO SE DETECTO INCUMPLIMIENTO
57p,8050t,NO SE DETECTO INCUMPLIMIENTO
57p,8891t,NO SE DETECTO INCUMPLIMIENTO
57p,9103t,NO SE DETECTO INCUMPLIMIENTO
57p,9129t,NO SE DETECTO INCUMPLIMIENTO
57p,9160t,NO SE DETECTO INCUMPLIMIENTO
108p,9160t,NO SE DETECTO INCUMPLIMIENTO
57p,9191t,NO SE DETECTO INCUMPLIMIENTO
57p,9300t,NO SE DETECTO INCUMPLIMIENTO
128p,9300t,NO SE DETECTO INCUMPLIMIENTO
130p,9300t,NO SE DETECTO INCUMPLIMIENTO
57p,9497t,NO SE DETECTO INCUMPLIMIENTO
57p,9498t,NO SE DETECTO INCUMPLIMIENTO
57p,9534t,NO SE DETECTO INCUMPLIMIENTO
57p,9576t,NO SE DETECTO INCUMPLIMIENTO
57p,9022t,NO SE DETECTO INCUMPLIMIENTO
108p,9022t,NO SE DETECTO INCUMPLIMIENTO
112p,9022t,NO SE DETECTO INCUMPLIMIENTO
57p,9792t,NO SE DETECTO INCUMPLIMIENTO
57p,9802t,NO SE DETECTO INCUMPLIMIENTO
57p,9811t,NO SE DETECTO INCUMPLIMIENTO
57p,9817t,NO SE DETECTO INCUMPLIMIENTO
57p,9836t,NO SE DETECTO INCUMPLIMIENTO
57p,9846t,NO SE DETECTO INCUMPLIMIENTO
57p,9855t,NO SE DETECTO INCUMPLIMIENTO
57p,9874t,NO SE DETECTO INCUMPLIMIENTO
57p,10248t,NO SE DETECTO INCUMPLIMIENTO
57p,10497t,NO SE DETECTO INCUMPLIMIENTO
127p,10497t,NO SE DETECTO INCUMPLIMIENTO
57p,10506t,NO SE DETECTO INCUMPLIMIENTO
58p,213t,Carece de la informacion comercial obligatoria en idioma español
58p,638t,NO SE DETECTO INCUMPLIMIENTO
236p,638t,NO SE DETECTO INCUMPLIMIENTO
58p,1824t,NO SE DETECTO INCUMPLIMIENTO
58p,1847t,NO SE DETECTO INCUMPLIMIENTO
63p,1847t,Carece del certificado de las especificaciones de seguridad.
81p,1847t,NO SE DETECTO INCUMPLIMIENTO
151p,1847t,NO SE DETECTO INCUMPLIMIENTO
58p,1867t,NO SE DETECTO INCUMPLIMIENTO
58p,2138t,NO SE DETECTO INCUMPLIMIENTO
58p,2364t,NO SE DETECTO INCUMPLIMIENTO
86p,2364t,NO SE DETECTO INCUMPLIMIENTO
58p,2465t,NO SE DETECTO INCUMPLIMIENTO
63p,2465t,NO SE DETECTO INCUMPLIMIENTO
58p,2591t,NO SE DETECTO INCUMPLIMIENTO
58p,3260t,NO SE DETECTO INCUMPLIMIENTO
58p,3538t,NO SE DETECTO INCUMPLIMIENTO
58p,5710t,NO SE DETECTO INCUMPLIMIENTO
58p,5712t,NO SE DETECTO INCUMPLIMIENTO
58p,5971t,NO SE DETECTO INCUMPLIMIENTO
58p,5982t,NO SE DETECTO INCUMPLIMIENTO
58p,6070t,NO SE DETECTO INCUMPLIMIENTO
58p,6300t,NO SE DETECTO INCUMPLIMIENTO
58p,6302t,NO SE DETECTO INCUMPLIMIENTO
58p,6450t,NO SE DETECTO INCUMPLIMIENTO
58p,6460t,NO SE DETECTO INCUMPLIMIENTO
58p,6460t,En el instructivo carece de nombre  domicilio y telefono del fabricante o importador
58p,6460t,No cumple con ninguno de los puntos de la NOM
58p,6504t,NO SE DETECTO INCUMPLIMIENTO
77p,6504t,NO SE DETECTO INCUMPLIMIENTO
58p,6556t,Carece de nombre  denominacion o razon social y domicilio fiscal del fabricante o responsable de la fabricacion para productos nacionales o del import
58p,6598t,NO SE DETECTO INCUMPLIMIENTO
58p,6638t,Carece de la informaci¢n comercial obligatoria en idioma espa¤ol
236p,6638t,NO SE DETECTO INCUMPLIMIENTO
58p,6662t,NO SE DETECTO INCUMPLIMIENTO
78p,6662t,NO SE DETECTO INCUMPLIMIENTO
58p,6664t,NO SE DETECTO INCUMPLIMIENTO
236p,6664t,NO SE DETECTO INCUMPLIMIENTO
58p,7589t,NO SE DETECTO INCUMPLIMIENTO
58p,7925t,NO SE DETECTO INCUMPLIMIENTO
86p,7925t,NO SE DETECTO INCUMPLIMIENTO
58p,7926t,NO SE DETECTO INCUMPLIMIENTO
58p,7960t,NO SE DETECTO INCUMPLIMIENTO
58p,7961t,NO SE DETECTO INCUMPLIMIENTO
58p,9262t,NO SE DETECTO INCUMPLIMIENTO
59p,232t,NO SE DETECTO INCUMPLIMIENTO
59p,233t,Carece de la  cantidad numerica que indique  la ley del metal
59p,236t,NO SE DETECTO INCUMPLIMIENTO
59p,237t,NO SE DETECTO INCUMPLIMIENTO
59p,238t,NO SE DETECTO INCUMPLIMIENTO
